LOC_SYSTEM_OPTION_MENU_START,======옵션======
LOC_SYSTEM_TRIBE_GROW_HALFYOUKAI_DEMON_2_RCONFUSE,악마의 혈통이 더욱 강해졌다. 당신은 명석해졌다.
LOC_SYSTEM_TRIBE_GROW_HALFYOUKAI_DEMON_2_STEALTH,악마의 혈통이 더욱 강해졌다. 당신은 은밀해졌다.
LOC_SYSTEM_TRIBE_GROW_HALFYOUKAI_DEMON_3_SPELL_POWER,악마의 혈통이 더욱 강해졌다. 당신의 마법은 더욱 강력해졌다.
LOC_SYSTEM_TRIBE_GROW_HALFYOUKAI_DEMON_3_FINGER_MAGIC,악마의 혈통이 더욱 강해졌다. 당신은 손짓만으로 마법을 영창할 수 있다.
LOC_SYSTEM_TRIBE_GROW_HALFYOUKAI_DEMON_3_BLOOD_MAGIC,악마의 혈통이 더욱 강해졌다. 당신은 자신의 피로 마법을 영창할 수 있다.
LOC_SYSTEM_TRIBE_GROW_HALFYOUKAI_DEMON_4_MP_REGEN,악마의 마지막 특성이 발현되었다. 당신은 초월적인 영력회복속도를 얻었다.
LOC_SYSTEM_TRIBE_GROW_HALFYOUKAI_DEMON_4_TORMENT,악마의 마지막 특성이 발현되었다. 당신은 지옥의 고통을 불러올 수 있게 되었다.
LOC_SYSTEM_TRIBE_GROW_KOISHI_CONFUSE_ATTACK,당신의 무의식적인 공격은 상대를 혼란하게 만든다.
LOC_SYSTEM_TRIBE_PROPERTY_BUG,버그특성
LOC_SYSTEM_TRIBE_PROPERTY_FIRE_RESIST,화염저항
LOC_SYSTEM_TRIBE_PROPERTY_COLD_RESIST,냉기저항
LOC_SYSTEM_TRIBE_PROPERTY_ELEC_RESIST,전기저항
LOC_SYSTEM_TRIBE_PROPERTY_POISON_RESIST,독저항
LOC_SYSTEM_TRIBE_PROPERTY_STEALTH,은밀함
LOC_SYSTEM_TRIBE_PROPERTY_FLY,비행
LOC_SYSTEM_TRIBE_PROPERTY_SWIM,수영
LOC_SYSTEM_TRIBE_PROPERTY_SIZE1,거대사이즈
LOC_SYSTEM_TRIBE_PROPERTY_SIZE2,미니사이즈
LOC_SYSTEM_TRIBE_PROPERTY_HORN,뿔
LOC_SYSTEM_TRIBE_PROPERTY_GHOST_FOOT,유령다리
LOC_SYSTEM_TRIBE_PROPERTY_CHEUKUMOGAMI,츠쿠모가미
LOC_SYSTEM_TRIBE_PROPERTY_HP,체력적성({0}%)
LOC_SYSTEM_TRIBE_PROPERTY_INVISIBLE,무의식의 유전자
LOC_SYSTEM_TRIBE_PROPERTY_POWER_SAVE1,파워보존
LOC_SYSTEM_TRIBE_PROPERTY_POWER_SAVE2,피에 굶주림
LOC_SYSTEM_TRIBE_PROPERTY_MORE_LIFE,리저렉션
LOC_SYSTEM_TRIBE_PROPERTY_SPEED1,민첩함
LOC_SYSTEM_TRIBE_PROPERTY_SPEED2,둔함
LOC_SYSTEM_TRIBE_PROPERTY_CLAW,손톱
LOC_SYSTEM_TRIBE_PROPERTY_JAW,강한 턱
LOC_SYSTEM_TRIBE_PROPERTY_FOOT,강한 다리
LOC_SYSTEM_TRIBE_PROPERTY_EYE,뛰어난 눈
LOC_SYSTEM_TRIBE_PROPERTY_FUR,푹신한 털
LOC_SYSTEM_TRIBE_PROPERTY_REGEN1,강한 재생력
LOC_SYSTEM_TRIBE_PROPERTY_REGEN2,약한 재생력
LOC_SYSTEM_TRIBE_PROPERTY_SLAY,전투감각
LOC_SYSTEM_TRIBE_PROPERTY_CONFUSE_ATTACK,허찌르기
LOC_SYSTEM_TRIBE_PROPERTY_MAGIC_RESIST,마법저항
LOC_SYSTEM_TRIBE_PROPERTY_SKIN_AC,강한 피부
LOC_SYSTEM_TRIBE_PROPERTY_STR,힘증가
LOC_SYSTEM_TRIBE_PROPERTY_EV,회피증가
LOC_SYSTEM_TRIBE_PROPERTY_CLOUD,구름 컨트롤
LOC_SYSTEM_TRIBE_PROPERTY_BREATH,브레스
LOC_SYSTEM_TRIBE_PROPERTY_SCALE,비늘
LOC_SYSTEM_TRIBE_PROPERTY_GRAZE_CONTROL,공기의 흐름
LOC_SYSTEM_TRIBE_PROPERTY_FORCE_OF_NATURE,자연의 힘
LOC_SYSTEM_TRIBE_PROPERTY_MP_REGEN1,영력 회복 증가
LOC_SYSTEM_TRIBE_PROPERTY_MP_REGEN2,영력 회복 감소
LOC_SYSTEM_TRIBE_PROPERTY_CONFUSE_RESIST,혼란 저항
LOC_SYSTEM_TRIBE_PROPERTY_SPELL_POWER,강화 마법
LOC_SYSTEM_TRIBE_PROPERTY_FINGER_MAGIC,손짓 마법
LOC_SYSTEM_TRIBE_PROPERTY_BLOOD_MAGIC,피의 마법
LOC_SYSTEM_TRIBE_PROPERTY_TORMENT,지옥의 고통
LOC_SYSTEM_TRIBE_PROPERTY_CLOUD_RESIST,구름 저항
LOC_SYSTEM_TRIBE_PROPERTY_SEE_INVI,투명 보기
LOC_SYSTEM_TRIBE_PROPERTY_FIRE_IMUNE,화염 면역
LOC_SYSTEM_TRIBE_PROPERTY_COLD_IMUNE,냉기 면역
LOC_SYSTEM_TRIBE_PROPERTY_ELEC_IMUNE,전기 면역
LOC_SYSTEM_TRIBE_PROPERTY_PURE_MP,순수한 마력
LOC_SYSTEM_TRIBE_PROPERTY_PURE_POWER,순수한 파워
LOC_SYSTEM_TRIBE_PROPERTY_PURE_LIFE,순수한 생명
LOC_SYSTEM_TRIBE_PROPERTY_PURE_SYSTEM,순수한 시스템
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_BUG,이 특성은 버그다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FIRE_RESIST1,당신은 화염에 아주 강하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FIRE_RESIST2,당신은 화염에 강하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FIRE_RESIST3,당신은 화염에 약하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FIRE_RESIST4,당신은 화염에 아주 약하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_COLD_RESIST1,당신은 냉기에 아주 강하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_COLD_RESIST2,당신은 냉기에 강하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_COLD_RESIST3,당신은 냉기에 약하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_COLD_RESIST4,당신은 냉기에 아주 약하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_ELEC_RESIST1,당신은 전기에 아주 강하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_ELEC_RESIST2,당신은 전기에 강하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_ELEC_RESIST3,당신은 전기에 약하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_ELEC_RESIST4,당신은 전기에 아주 약하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_POISON_RESIST,당신은 독에 강하다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_STEALTH,당신은 은밀하게 움직인다.({0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FLY,당신은 날 수 있는 큰 날개를 가졌다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SWIM,당신은 수영할 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SIZE1,당신은 몸집이 커서 큰 갑옷이 몸에 안 맞는다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SIZE2,당신은 몸집이 작아서 큰 갑옷이 몸에 안 맞는다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_HORN,당신은 머리에 뿔이 달려있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_GHOST_FOOT,당신의 망령이기에 다리가 없다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CHEUKUMOGAMI,당신의 본체는 도구이다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_HP1,당신은 매우 튼튼하다.(체력 {0}%)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_HP2,당신은 꽤 튼튼하다.(체력 {0}%)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_HP3,당신은 튼튼하다.(체력 {0}%)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_HP4,당신은 연약하다.(체력 {0}%)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_HP5,당신은 꽤 연약하다.(체력 {0}%)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_HP6,당신은 매우 연약하다.(체력 {0}%)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_INVISIBLE,무의식인 당신은 항상 투명해져있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_POWER_SAVE1,당신은 P의 자연소모가 느리다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_POWER_SAVE2,당신은 P에 굶주려 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_9_LIFE,당신은 9레벨이전에 한번 부활할 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_18_LIFE,당신은 18레벨이전에 한번 부활할 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SPEED1,당신은 이동속도가 빠르다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SPEED2,당신은 이동속도는 느리다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CLAW1,당신은 손톱이 아주 길다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CLAW2,당신은 손톱이 상당히 길다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CLAW3,당신은 손톱이 길다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_JAW,당신은 강한 턱을 지녔다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FOOT,당신은 도약하기 충분한 강한 다리를 지녔다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_EYE,당신은 뛰어난 눈을 가졌다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FUR,당신은 푹신한 털로 덮여있다. (AC{0}, 냉기저항 1단계)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_REGEN1,당신은 체력 재생력이 높다.({0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_REGEN2,당신은 체력 재생력이 낮다.({0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SLAY,당신은 공격과 방패를 다루는 전투감각이 뛰어나다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CONFUSE_ATTACK,당신의 공격은 가끔 상대의 허를 찌른다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_MAGIC_RESIST,당신은 마법저항력이 높다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SKIN_AC,당신은 강한 피부를 지녔다. (AC{0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_STR,당신은 강한 힘을 지녔다.(힘{0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_EV,당신은 초월적인 회피재능이 있다. (EV{0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CLOUD,당신은 구름을 몰고 다닌다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_BREATH,당신은 브레스를 쏠 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SCALE1,당신은 아주 단단한 비늘로 덮여있다. (AC{0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SCALE2,당신은 두꺼운 비늘로 덮여있다. (AC{0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SCALE3,당신은 비늘로 덮여있다. (AC{0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_GRAZE_CONTROL,당신은 공기의 흐름을 다루는 것에 능하다. (그레이즈강화)
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FORCE_OF_NATURE,당신은 몸에 자연의 힘을 두르고 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_MP_REGEN1,당신은 영력 재생력이 높다.({0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_MP_REGEN2,당신은 영력 재생력이 낮다.({0})
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CONFUSE_RESIST,당신은 혼란과 광기에 저항이 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SPELL_POWER,당신이 쓰는 마법의 힘은 강력해진다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FINGER_MAGIC,당신은 손짓으로 마법을 쓸 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_BLOOD_MAGIC,당신은 영력이 없어도 피를 이용하여 마법을 쓸 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_TORMENT,당신은 지옥의 고통을 불러올 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_CLOUD_RESIST,당신은 구름에 영향을 적게 받는다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_SEE_INVI,당신은 투명을 볼 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_FIRE_IMUNE,당신은 화염에 면역이다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_COLD_IMUNE,당신은 냉기에 면역이다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_ELEC_IMUNE,당신은 전기에 면역이다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_PURE_MP,당신의 체력과 영력은 동일시 된다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_PURE_POWER,당신은 항상 풀파워다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_PURE_LIFE1,당신은 2개의 추가 생명이 남아있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_PURE_LIFE2,당신은 1개의 추가 생명이 남아있다.
LOC_SYSTEM_TRIBE_PROPERTY_DESCRIBE_PURE_SYSTEM,당신은 순화 상태에서도 스펠카드를 사용할 수 있으며 부적의 충전속도가 3배가 된다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_BUG,이 특성은 버그이므로 존재자체가 해악이다.\n제작자에게 신고하자.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FIRE_RESIST1,화염 저항이 {0}단계 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FIRE_RESIST2,화염 저항이 {0}단계 감소한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_COLD_RESIST1,냉기 저항이 {0}단계 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_COLD_RESIST2,냉기 저항이 {0}단계 감소한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_ELEC_RESIST1,전기 저항이 {0}단계 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_ELEC_RESIST2,전기 저항이 {0}단계 감소한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_POISON_RESIST,독 저항이 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_STEALTH,은밀도가 오른다. 은밀한 정도는 수치만큼 곱해진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FLY,비행을 능력을 통해 키고 끌 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SWIM,깊은 물에서도 평지처럼 이동해 다닐 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SIZE1,천과 가죽 이외의 몸통 방어구를 입을 수 없다.\n또한 당신의 큰 사이즈는 또한 회피에 패널티를 준다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SIZE2,천과 가죽 이외의 몸통 방어구를 입을 수 없다.\n그러나 당신의 작은 사이즈는 회피에 보너스를 준다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_HORN,뿔에 의한 박치기 공격이 추가된다.\n매 공격마다 일정확률로 박치기가 나가며 맨손으로 싸울때 더 높은 확률로 나간다.\n머리방어구를 착용할 수 없다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_GHOST_FOOT,당신의 다리는 유령처럼 존재하지않는다.\n다리방어구를 착용할 수 없다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_CHEUKUMOGAMI,당신의 본체인 도구는 버릴 수 없다.\n당신의 본체를 손에 들고 있으면 그 장비와 연관된 스킬이 {0}증가하는 보너스를 받는다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_HP,당신은 유전적으로 체력이 결정되어있다.\n최종 체력치가 수치만큼 곱해진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_INVISIBLE,비전투중일때는 당신은 상시 투명을 유지한다.\n만약 당신이 공격을 시도하면 투명이 풀린다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_POWER_SAVE1,턴이 지남에 따라 소모되는 P의 자연 감소율이 줄어든다.\n또한 가속과 투명에 의한 P 소모폭도 감소한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_POWER_SAVE2,턴이 지남에 따라 소모되는 P의 자연 감소율이 증가한다.\n또한 가속과 투명에 의한 P 소모폭도 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_9_LIFE,죽었을때 모든 체력과 영력을 회복하고 큰 폭발과 함께 부활한다.\n이 능력은 레벨 9가 되면 사라진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_18_LIFE,죽었을때 모든 체력과 영력을 회복하고 큰 폭발과 함께 부활한다.\n이 능력은 레벨 18이 되면 사라진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SPEED1,이동시 다른 종족보다 80%의 딜레이만을 가진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SPEED2,이동시 다른 종족보다 120%의 딜레이를 가진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_CLAW,맨손격투시 추가 데미지를 준다.\n장갑을 낄 수 없게 된다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_JAW,매 공격마다 일정확률로 깨물기 공격이 들어간다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FOOT,파워를 사용하여 적에게 순식간에 점프해서 접근할 수 있다.\n연속 사용은 불가능하다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_EYE,투명한 적을 볼 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FUR,방어력이 {0}증가하고 냉기에 대한 저항을 1단계 얻는다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_REGEN1,체력 재생력이 높다.\n플러스 수치가 높을수록 회복력이 빨라진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_REGEN2,체력 재생력이 낮다.\n마이너스 수치가 높을수록 회복력이 느려진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SLAY,{0}의 전투력 보너스와 방패 수치에 보너스를 받는다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_CONFUSE_ATTACK,근접공격시 가끔 상대의 허를 찔러서 혼란에 빠뜨린다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_MAGIC_RESIST,마법저항력이 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SKIN_AC,방어력이 {0} 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_STR,힘이 {0} 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_EV,회피가 {0} 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_CLOUD,용의 특성으로 발현되어있는 속성 구름에 면역이다.\n또한 공격당할때 해당 속성의 구름을 흩뿌린다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_BREATH,당신은 용의 특성으로 발현되어있는 속성 브레스를 쏠 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SCALE1,아주 단단한 비늘에 의해 방어력이 {0} 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SCALE2,두꺼운 비늘에 의해 방어력이 {0} 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SCALE3,비늘에 의해 방어력이 {0} 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_GRAZE_CONTROL,그레이즈를 발동할 수 있고\n 그레이즈의 효율이 2배로 증가한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FORCE_OF_NATURE,근접공격에 대해 용의 특성으로 발현되어있는 속성으로 반격을 한다.\n만약 해당 속성에 면역이 없는 적이면 저항할 수 없는 감속을 건다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_MP_REGEN1,영력 재생력이 높다.\n플러스 수치가 높을수록 회복력이 빨라진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_MP_REGEN2,영력 재생력이 낮다.\n마이너스 수치가 높을수록 회복력이 느려진다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_CONFUSE_RESIST,혼란에 대한 저항력이 생긴다.\n또한 광기에도 면역이 된다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SPELL_POWER,모든 마법의 파워가 {0}배가 된다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FINGER_MAGIC,마법 사용에 의한 소음이 {0}%로 줄어든다.\n침묵에서도 마법을 사용할 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_BLOOD_MAGIC,영력이 부족할때 마법을 사용하면 영력의 2배만큼 체력을 소모하여 마법을 쓸 수 있다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_TORMENT,파워를 1칸 소모하여 시야내의 있는 모든 적의 각각의 체력을 절반으로 한다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_CLOUD_RESIST,자연현상 그 자체인 당신은 각종 구름의 영향을 적게 받는다.\n구름으로 인해 받는 데미지가 절반이 된다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_SEE_INVI,투명한 적을 볼 수 있게 된다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_FIRE_IMUNE,당신은 순호의 축복으로 화염에 면역이기에 화염 속성에 데미지를 입지 않는다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_COLD_IMUNE,당신은 순호의 축복으로 냉기에 면역이기에 냉기 속성에 데미지를 입지 않는다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_ELEC_IMUNE,당신은 순호의 축복으로 전기에 면역이기에 전기 속성에 데미지를 입지 않는다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_PURE_MP,당신은 순호의 축복으로 영력과 체력이 동일시 되었다.\n체력과 영력이 동일한 수치로 관리되어 데미지를 입을때, 마법을 사용할때 사용할 수 있다.\n또한 기존의 체력회복력과 영력회복력이 합산되어 더 빠른 회복을 하게된다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_PURE_POWER,당신은 순호의 축복으로 항상 풀파워모드이며 떨어지지않는다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_PURE_LIFE,당신은 순호의 축복으로 죽어도 다시 부활할 수 있다.\n단, 순호를 배신하여 생긴 죽음은 이 축복으로 상쇄가 불가능하다.\n당신의 추가 생명은 {0}개 남았다.
LOC_SYSTEM_TRIBE_PROPERTY_DETAIL_PURE_SYSTEM,당신은 순호의 축복으로 슈팅 시스템에서 가져온 아이템 효과가 강화되었다.\n때문에 순화상태에서도 스펠카드가 사용이 가능하게 되었다.\n또한, 평상시보다 부적의 충전속도가 3배로 빨라지게된다.
LOC_SYSTEM_TRIBE_PROPERTY_HEAD_UNEQUIP,당신이 쓰고있던 머리방어구가 벗겨졌다!
LOC_SYSTEM_TRIBE_PROPERTY_FOOT_UNEQUIP,당신이 쓰고있던 다리방어구가 벗겨졌다!
LOC_SYSTEM_TRIBE_PROPERTY_HAND_UNEQUIP,당신이 쓰고있던 손방어구가 벗겨졌다!
LOC_SYSTEM_JOB_WARRIOR,전사
LOC_SYSTEM_JOB_WIZARD,마법사
LOC_SYSTEM_JOB_SHAMAN,무녀
LOC_SYSTEM_JOB_GLADIATOR,검투사
LOC_SYSTEM_JOB_MONK,격투가
LOC_SYSTEM_JOB_CRUSADER,마전사
LOC_SYSTEM_JOB_BERSERKER,광전사
LOC_SYSTEM_JOB_FIRE_WIZARD,화염술사
LOC_SYSTEM_JOB_COLD_WIZARD,냉기술사
LOC_SYSTEM_JOB_EARTH_WIZARD,대지술사
LOC_SYSTEM_JOB_AIR_WIZARD,대기술사
LOC_SYSTEM_JOB_SUMMON_WIZARD,소환술사
LOC_SYSTEM_JOB_ALCHEMIST,연금술사
LOC_SYSTEM_JOB_PSYCHOLOGIST,심리학자
LOC_SYSTEM_JOB_REAPER,사신
LOC_SYSTEM_JOB_FANATIC,광신도
LOC_SYSTEM_JOB_ASSASSIN,암살자
LOC_SYSTEM_JOB_FARMER,농부
LOC_SYSTEM_JOB_MADE,메이드
LOC_SYSTEM_JOB_ENGINEER,기술자
LOC_SYSTEM_JOB_MISSING,실종자
LOC_SYSTEM_TILE_UNKNOWN,알수없음
LOC_SYSTEM_TILE_FLOOR,지면
LOC_SYSTEM_TILE_OPEN_DOOR,열린문
LOC_SYSTEM_TILE_STAIR_DOWN,내려가는 계단
LOC_SYSTEM_TILE_STAIR_UP,올라가는 계단
LOC_SYSTEM_TILE_STAIR_TEMPLE,모든 신전으로 가는 계단
LOC_SYSTEM_TILE_STAIR_MISTY_LAKE,안개호수로 가는 계단
LOC_SYSTEM_TILE_STAIR_YOUKAI_MOUNTAIN,요괴의 산으로 가는 계단
LOC_SYSTEM_TILE_STAIR_SCARLET,홍마관으로 가는 계단
LOC_SYSTEM_TILE_STAIR_LIBRARY,도서관으로 가는 계단
LOC_SYSTEM_TILE_STAIR_SCARLET_UNDER,지하실로 가는 계단
LOC_SYSTEM_TILE_STAIR_BAMBOO,미궁의 죽림을 가는 길
LOC_SYSTEM_TILE_STAIR_EIENTEI,영원정으로 가는 계단
LOC_SYSTEM_TILE_STAIR_SUBTERRANEAN,지저로 가는 구멍
LOC_SYSTEM_TILE_STAIR_YUKKURI,윳쿠리 둥지로 가는 계단
LOC_SYSTEM_TILE_STAIR_DEPTH,짐승길로 향하는 입구
LOC_SYSTEM_TILE_STAIR_DREAM,꿈의 세계로 가는 포탈
LOC_SYSTEM_TILE_STAIR_MOON,달의 도시로 가는 길
LOC_SYSTEM_TILE_STAIR_PANDEMONIUM,마계로 가는 포탈
LOC_SYSTEM_TILE_STAIR_HAKUREI,하쿠레이 신사의 계단
LOC_SYSTEM_TILE_STAIR_ZIGURRAT,광몽의 세계로 가는 포탈
LOC_SYSTEM_TILE_STAIR_RETURN,입구로 돌아가는 계단
LOC_SYSTEM_TILE_TEMPLE_JOON_AND_SION,죠온&시온의 최악최흉 제단
LOC_SYSTEM_TILE_TEMPLE_BYAKUREN,뱌쿠렌의 명련사 제단
LOC_SYSTEM_TILE_TEMPLE_KANAKO,카나코의 분사 제단
LOC_SYSTEM_TILE_TEMPLE_SUWAKO,스와코의 미샤구지 제단
LOC_SYSTEM_TILE_TEMPLE_MINORIKO,미노리코의 풍요 제단
LOC_SYSTEM_TILE_TEMPLE_MIMA,미마의 악령 제단
LOC_SYSTEM_TILE_TEMPLE_SHINKI,신키의 마신 제단
LOC_SYSTEM_TILE_TEMPLE_YUUGI,유우기의 괴력난신 제단
LOC_SYSTEM_TILE_TEMPLE_SHIZUHA,시즈하의 단풍 제단
LOC_SYSTEM_TILE_TEMPLE_HINA,히나의 재액 제단
